Thương hiệu,Giá tiền (VNĐ),Chất liệu dây,Chất liệu vỏ,Xuất xứ,Giới tính,Chất liệu mặt kính,Độ chịu nước (ATM),Bảo hành,Kiểu máy,Kích cỡ (mm)
Orient,3270000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính cứng,3,1,Quartz,40
Seiko,6940000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính hardlex,10,1,Automatic,42.5
,3240000,Thép không gỉ,Thép không gỉ,Trung Quốc,Nữ,Kính cứng,5,2,Quartz,30
Casio,1466100,,,Trung Quốc,Nam,Kính cứng,3,1,Quartz,41.5
Casio,856000,Dây cao su,,Nhật Bản,Nam,Kính nhựa,5,1,Quartz,43.8
Lobinni,6850000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,41.5
Lobinni,4750000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,39
Olym Pianus,3980000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính sapphire,3,2,Japan movement,25
Epos Swiss,44100000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Hand Winding,42
Tissot,11025000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,2,Quartz,25
Orient,8000000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,5,1,Automatic,41.7
Stuhrling,12312000,Thép không gỉ,Thép không gỉ,Trung Quốc,Nam,Kính cứng,5,2,Quartz,42
Q&Q Citizen,1047600,Hợp kim Titanium,Hợp kim Titanium,Trung Quốc,Nam,Kính cứng,5,1,Quartz,44
Longines,72450000,Dây da,Thép không gỉ,Thụy Sĩ,Nữ,Kính sapphire,3,5,Automatic,30
Saga,6384000,Thép không gỉ,Thép không gỉ,Mỹ,Nữ,Kính cứng,3,2,Quartz,24
Longines,71875000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,2,Automatic,42
Calvin Klein,8620000,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính cứng,3,2,Quartz,38
Longines,50490000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,5,Automatic,38.5
Orient,9050000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Automatic,40.8
Citizen,6150000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,5,1,Eco-Drive,33
Stefano Ricci,1850000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Quartz,40
Casio,3176100,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,10,1,Quartz,52
Q&Q Citizen,637200,Dây cao su,Nhựa,Trung Quốc,Nam,Kính cứng,10,1,Quartz,41
Longines,45280800,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,5,Automatic,36
Lobinni,5950000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,5,2,Automatic,42
Orient,7480000,Dây da,Thép không gỉ,Nhật Bản,Nam,Kính sapphire,5,1,Automatic,41.6
Citizen,6785000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,5,1,Eco-Drive,36
Skagen,3740000,Dây da,Thép không gỉ,Đan Mạch,Nữ,Kính cứng,3,3,Quartz,30
Leonidas,5290000,Gốm ceramic,Thép không gỉ,Trung Quốc,Nữ,Kính sapphire,5,2,Automatic,33
Casio,10001000,Dây cao su,Nhựa,Nhật Bản,Nam,Kính cứng,20,5,Quartz,56.2
Philippe Auguste,10223100,Thép không gỉ,Thép không gỉ,Áo,Nam,Kính sapphire,5,2,Automatic,40
Citizen,4200000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nữ,Kính cứng,5,1,Quartz,26
Aries Gold,7402500,Dây da,Thép không gỉ,Singapore,Nam,Kính sapphire,5,2,Quartz,46
Orient,2990000,Thép không gỉ,Thép không gỉ,Nhật Bản,Nam,Kính cứng,5,1,Quartz,43
Aries Gold,6277500,Thép không gỉ,Thép không gỉ,Singapore,Nam,Kính sapphire,5,2,Quartz,42.5
Longines,53043300,Thép không gỉ,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,5,Automatic,34.5
Olympia Star,4020000,Dây da,Thép không gỉ,Thụy Sĩ,Nam,Kính sapphire,3,1,Quartz,38
Seiko,4095000,Dây da,Thép không gỉ,,Nam,Kính sapphire,,nan,Quartz,nan
